Geo Point;Geo Shape;gares_id;nom_long;nom;nom_sous;nom_sur;id_ref_lda;nom_lda;id_ref_zdl;nom_zdl;num_mod;mode_;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;idrefliga;idrefligc;ligne;cod_ligf;ligne_code;indice_lig;reseau;res_com;exploitant;num_psr;idf;principal;x;y;picto ligne
48.8479715406,2.25774468038;"{""type"": ""Point"", ""coordinates"": [2.257744680376011, 48.8479715405977]}";683;PORTE D'AUTEUIL;Porte d'Auteuil;;;71169;Porte d'Auteuil;44504;Porte d'Auteuil;2267;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01543;C01380;10;2.0;10-110033;10;METRO;METRO 10;RATP;0;1;0;645529.7326;6861136.8657;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049
48.8973898907,2.38550838768;"{""type"": ""Point"", ""coordinates"": [2.385508387679287, 48.89738989068258]}";692;PORTE DE LA VILLETTE;Porte de la Villette;Cité des Sciences et de l’Industrie;;72430;Porte de La Villette;473461;Porte de La Villette;2185;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;C01377;7;13.0;7-107031;7;METRO;METRO 7;RATP;0;1;0;654948.2026;6866551.3039;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a
48.8779727014,2.29831037512;"{""type"": ""Point"", ""coordinates"": [2.298310375124942, 48.87797270142754]}";850;TERNES;Ternes;;;71367;Ternes;44931;Ternes;2046;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;C01372;2;7.0;2-102075;2;METRO;METRO 2;RATP;0;1;0;648536.2024;6864445.5141;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1
48.888267617,2.37420401204;"{""type"": ""Point"", ""coordinates"": [2.374204012035862, 48.88826761697048]}";739;RIQUET;Riquet;;;71977;Riquet;44643;Riquet;2182;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;C01377;7;13.0;7-107037;7;METRO;METRO 7;RATP;0;1;0;654111.394;6865543.4601;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a
48.8555509402,2.32571242217;"{""type"": ""Point"", ""coordinates"": [2.325712422170926, 48.855550940165315]}";752;RUE DU BAC;Rue du Bac;;;71227;Rue du Bac;58717;Rue du Bac;2314;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;C01382;12;4.0;12-112055;12;METRO;METRO 12;RATP;0;1;0;650524.602;6861934.8835;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49
48.8264260109,2.35724565076;"{""type"": ""Point"", ""coordinates"": [2.357245650758685, 48.82642601087566]}";855;TOLBIAC;Tolbiac;;;71001;Tolbiac;43411;Tolbiac;2161;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;C01377;7;13.0;7-107079;7;METRO;METRO 7;RATP;0;1;0;652811.918;6858677.1935;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a
48.8361229793,2.27811917696;"{""type"": ""Point"", ""coordinates"": [2.278119176961231, 48.83612297928514]}";979;BALARD;Balard;;;71073;Balard;463354;Balard;5461;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01193;C01391;T3A;33.0;T3A-108019;3A;TRAMWAY;TRAM 3a;RATP;0;1;0;647012.8246;6859805.5751;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/503e55ae906ef2c635f866cebaf92614
48.8190515147,2.36012974202;"{""type"": ""Point"", ""coordinates"": [2.360129742015262, 48.819051514651406]}";991;PORTE D'ITALIE;Porte d'Italie;;;70596;Porte d'Italie;473456;Porte d'Italie;5474;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01193;C01391;T3A;33.0;T3A-107083;3A;TRAMWAY;TRAM 3a;RATP;0;1;0;653017.0055;6857855.5184;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/503e55ae906ef2c635f866cebaf92614
48.8218295581,2.37005360353;"{""type"": ""Point"", ""coordinates"": [2.370053603529676, 48.82182955806903]}";993;PORTE D'IVRY;Porte d'Ivry;;;70636;Porte d'Ivry;44507;Porte d'Ivry;5168;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01193;C01391;T3A;33.0;T3A-107087;3A;TRAMWAY;TRAM 3a;RATP;0;1;0;653748.1218;6858158.5442;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/503e55ae906ef2c635f866cebaf92614
48.846948151,2.4095514298;"{""type"": ""Point"", ""coordinates"": [2.409551429797561, 48.84694815095242]}";1117;PORTE DE VINCENNES;Porte de Vincennes;;;71663;Porte de Vincennes;44528;Porte de Vincennes;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;T3A;0;0;A01193;C01391;T3A;33.0;T3A-101039;3A;TRAMWAY;TRAM 3a;RATP;0;1;0;656668.9572;6860929.0624;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/503e55ae906ef2c635f866cebaf92614
48.8411869211,2.32050922753;"{""type"": ""Point"", ""coordinates"": [2.320509227528159, 48.841186921143176]}";561;MONTPARNASSE;Montparnasse;;;71139;Gare Montparnasse;58578;Montparnasse Bienvenue;2750;Train;1;1;0;0;0;0;0;TRAIN_N;TRAIN_N;0;0;0;0;0;A01847;C01736;LIGNE N;22.0;LIGNE N-285;N;TRAIN;TRAIN N;SNCF;391003;1;1;650129.0864;6860341.0199;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8
48.8760012915,2.22595909514;"{""type"": ""Point"", ""coordinates"": [2.225959095144879, 48.87600129150148]}";64;BELVEDERE;Belvédère;;;70845;Belvédère;42315;Belvédère;3552;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01192;C01390;T2;32.0;T2-446;2;TRAMWAY;TRAM 2;RATP;0;1;0;643227.7788;6864275.8956;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886
48.9335864037,2.37108317162;"{""type"": ""Point"", ""coordinates"": [2.371083171623859, 48.93358640372979]}";350;HOPITAL DELAFONTAINE;Hôpital Delafontaine;;;461959;Hôpital Delafontaine;43375;Hôpital Delafontaine;3515;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01191;C01389;T1;31.0;T1-1005;1;TRAMWAY;TRAM 1;RATP;0;1;0;653922.6904;6870584.5906;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4
48.8191743291,2.23859833779;"{""type"": ""Point"", ""coordinates"": [2.238598337792144, 48.81917432913315]}";539;MEUDON-SUR-SEINE;Meudon-sur-Seine;;;70587;Meudon-sur-Seine;44137;Meudon-sur-Seine;3559;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01192;C01390;T2;32.0;T2-433;2;TRAMWAY;TRAM 2;RATP;0;1;0;644093.8494;6857948.3523;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886
48.8574714089,2.22060356003;"{""type"": ""Point"", ""coordinates"": [2.220603560028727, 48.85747140891034]}";457;LES COTEAUX;Les Coteaux;;;70763;Les Coteaux;47370;Les Coteaux;3554;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01192;C01390;T2;32.0;T2-324;2;TRAMWAY;TRAM 2;RATP;113845;1;0;642814.6512;6862219.4104;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886
48.8431243999,2.22185149475;"{""type"": ""Point"", ""coordinates"": [2.221851494752013, 48.843124399912504]}";623;PARC DE SAINT-CLOUD;Parc de Saint-Cloud;;;70726;Parc de Saint-Cloud;44249;Parc de Saint-Cloud;3556;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01192;C01390;T2;32.0;T2-323;2;TRAMWAY;TRAM 2;RATP;6600025;1;0;642890.4899;6860623.278;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886
48.930934183,2.51504966242;"{""type"": ""Point"", ""coordinates"": [2.515049662417906, 48.93093418298659]}";994;ROUGEMONT-CHANTELOUP;Rougemont-Chanteloup;;;411284;Rougemont Chanteloup;411283;Rougemont Chanteloup;5170;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01761;C01843;T4;34.0;T4-1401;4;TRAMWAY;TRAM 4;SNCF;0;1;0;664468.3672;6870215.2679;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/7906e64f9ef97531ad26719b8713713e
48.9499377357,2.32883217135;"{""type"": ""Point"", ""coordinates"": [2.328832171353943, 48.949937735657066]}";1189;LES MOBILES;Les Mobiles;;;72367;Les Mobiles;47362;Les Mobiles;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02150;C01795;T8;0.0;T8-117067;8;TRAMWAY;TRAM 8;RATP;0;1;0;650842.7173;6872428.3361;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/b865807abbd35de8ec5a834f5886d3de
48.9318139969,2.28865600596;"{""type"": ""Point"", ""coordinates"": [2.288656005959213, 48.931813996943816]}";1082;LE LUTH;Le Luth;;;72300;Le Luth;46452;Le Luth;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01191;C01389;T1;31.0;T1-1033;1;TRAMWAY;TRAM 1;RATP;0;1;0;647882.0794;6870438.7531;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4
48.932790208,2.30129129249;"{""type"": ""Point"", ""coordinates"": [2.301291292494411, 48.932790208028706]}";1084;TIMBAUD;Timbaud;;;72314;Timbaud;46450;Timbaud;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01191;C01389;T1;31.0;T1-1034;1;TRAMWAY;TRAM 1;RATP;0;1;0;648808.763;6870539.0405;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4
48.9140476807,2.22957161329;"{""type"": ""Point"", ""coordinates"": [2.229571613287508, 48.91404768066785]}";1090;VICTOR BASCH;Victor Basch;;;70972;Victor Basch;58494;Victor Basch;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01192;C01390;T2;32.0;T2-1509;2;TRAMWAY;TRAM 2;RATP;0;1;0;643534.0094;6868503.8192;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886
48.9175149076,2.22481218888;"{""type"": ""Point"", ""coordinates"": [2.224812188878314, 48.91751490757929]}";1091;PARC PIERRE LAGRAVERE;Parc Pierre Lagravère;;;70975;Parc Pierre Lagravère;44678;Parc Pierre Lagravère;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01192;C01390;T2;32.0;T2-1510;2;TRAMWAY;TRAM 2;RATP;0;1;0;643188.9794;6868892.7737;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886
48.8587040102,2.40968568697;"{""type"": ""Point"", ""coordinates"": [2.409685686967027, 48.85870401022705]}";1096;MARIE DE MIRIBEL;Marie de Miribel;;;73802;Marie De Miribel;58503;Marie De Miribel;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01757;C01679;T3B;0.0;T3B-1603;3B;TRAMWAY;TRAM 3b;RATP;0;1;0;656688.582;6862236.1407;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/39d54fc2c94b449e0465945c28663987
48.8303885897,2.39344969832;"{""type"": ""Point"", ""coordinates"": [2.393449698316831, 48.83038858969347]}";1103;BARON LE ROY;Baron Le Roy;;;71570;Baron Le Roy;58730;Baron Le Roy;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01193;C01391;T3A;33.0;T3A-1316;3A;TRAMWAY;TRAM 3a;RATP;0;1;0;655473.1841;6859096.7621;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/503e55ae906ef2c635f866cebaf92614
48.973659013,2.36605171568;"{""type"": ""Point"", ""coordinates"": [2.366051715676765, 48.973659012979574]}";1123;BUTTE PINSON;Butte Pinson;Parc Régional;;72796;Butte Pinson (Parc Régional);58640;Butte Pinson (Parc Régional);0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01760;C01684;T5;35.0;T5-1705;5;TRAMWAY;TRAM 5;RATP;0;1;0;653589.8476;6875043.6652;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/b80fe7750c20d7588ef571595791b3a3
48.9708834042,2.36600388911;"{""type"": ""Point"", ""coordinates"": [2.366003889114339, 48.970883404238165]}";1124;JACQUES PREVERT;Jacques Prévert;;;73923;Jacques Prévert;58639;Jacques Prévert;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01760;C01684;T5;35.0;T5-1706;5;TRAMWAY;TRAM 5;RATP;0;1;0;653583.8681;6874735.0366;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/b80fe7750c20d7588ef571595791b3a3
48.9658555744,2.36357222397;"{""type"": ""Point"", ""coordinates"": [2.363572223970632, 48.96585557438446]}";1125;ALCIDE D'ORBIGNY;Alcide d'Orbigny;;;72414;Alcide d'Orbigny;46345;Alcide d'Orbigny;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01760;C01684;T5;35.0;T5-1707;5;TRAMWAY;TRAM 5;RATP;0;1;0;653401.3384;6874177.3599;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/b80fe7750c20d7588ef571595791b3a3
48.9482081285,2.35746152626;"{""type"": ""Point"", ""coordinates"": [2.35746152626202, 48.94820812847934]}";1130;GUYNEMER;Guynemer;Stade Auguste Delaune;;72365;Guynemer;50685;Guynemer;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01760;C01684;T5;35.0;T5-1712;5;TRAMWAY;TRAM 5;RATP;0;1;0;652937.9594;6872218.5597;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/b80fe7750c20d7588ef571595791b3a3
48.9421254551,2.35672974153;"{""type"": ""Point"", ""coordinates"": [2.356729741525478, 48.94212545510682]}";1132;BAUDELAIRE;Baudelaire;;;73921;Baudelaire;58637;Baudelaire;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01760;C01684;T5;35.0;T5-1714;5;TRAMWAY;TRAM 5;RATP;0;1;0;652878.8514;6871542.6008;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/b80fe7750c20d7588ef571595791b3a3
48.7720742166,2.36781500163;"{""type"": ""Point"", ""coordinates"": [2.367815001629961, 48.772074216639375]}";1145;MOULIN VERT;Moulin Vert;;;69925;Moulin Vert;47693;Moulin Vert;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02134;C01774;T7;37.0;T7-1814;7;TRAMWAY;TRAM 7;RATP;0;1;0;653539.4713;6852627.7831;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/60158a0802e6af6fdd9f1071fa876cf0
48.7595735353,2.36639800004;"{""type"": ""Point"", ""coordinates"": [2.366398000043218, 48.75957353526182]}";1148;PORTE DE THIAIS;Porte de Thiais;Marché International;;73753;Porte de Thiais (Marché international);47421;Porte de Thiais;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02134;C01774;T7;37.0;T7-1817;7;TRAMWAY;TRAM 7;RATP;0;1;0;653424.1827;6851238.7609;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/60158a0802e6af6fdd9f1071fa876cf0
48.7501740371,2.35436727915;"{""type"": ""Point"", ""coordinates"": [2.354367279146793, 48.7501740371063]}";1152;SAARINEN;Saarinen;Parc Silic Nord;;69700;Saarinen;52184;Saarinen;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02134;C01774;T7;37.0;T7-1801;7;TRAMWAY;TRAM 7;RATP;0;1;0;652531.284;6850200.8762;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/60158a0802e6af6fdd9f1071fa876cf0
48.7465685866,2.35287534134;"{""type"": ""Point"", ""coordinates"": [2.352875341335739, 48.746568586639526]}";1153;ROBERT SCHUMAN;Robert Schuman;Parc Silic Centre;;69670;Robert Schuman (Parc Silic Centre);44994;Robert Schuman (Parc Silic Centre);0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02134;C01774;T7;37.0;T7-1802;7;TRAMWAY;TRAM 7;RATP;0;1;0;652418.3098;6849800.9178;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/60158a0802e6af6fdd9f1071fa876cf0
48.7851214133,2.17879859027;"{""type"": ""Point"", ""coordinates"": [2.178798590270473, 48.78512141332815]}";1178;ROBERT WAGNER;Robert Wagner;;;422455;Robert Wagner;44649;Robert Wagner;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02149;C01794;T6;39.0;T6-117041;6;TRAMWAY;TRAM 6;RATP;0;1;0;639663.8104;6854206.2278;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/7e2c2678c2250f7f2e96088e2529d697
48.7903330019,2.26338916602;"{""type"": ""Point"", ""coordinates"": [2.263389166015155, 48.79033300192818]}";1165;SOLEIL LEVANT;Soleil Levant;;;70186;Soleil Levant;44838;Soleil Levant;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02149;C01794;T6;39.0;T6-117054;6;TRAMWAY;TRAM 6;RATP;0;1;0;645884.1547;6854724.362;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/7e2c2678c2250f7f2e96088e2529d697
48.7814043209,2.20912922729;"{""type"": ""Point"", ""coordinates"": [2.209129227294875, 48.781404320885436]}";1174;INOVEL PARC NORD;Inovel Parc Nord;;;63717;Inovel Parc Nord;44285;Inovel Parc Nord;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02149;C01794;T6;39.0;T6-117045;6;TRAMWAY;TRAM 6;RATP;0;1;0;641888.0801;6853770.2053;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/7e2c2678c2250f7f2e96088e2529d697
48.9396887087,2.34520750593;"{""type"": ""Point"", ""coordinates"": [2.345207505927951, 48.939688708658515]}";1182;PAUL ELUARD;Paul Éluard;;;72335;Paul Éluard;46334;Paul Éluard;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02150;C01795;T8;0.0;T8-117060;8;TRAMWAY;TRAM 8;RATP;0;1;0;652032.5911;6871278.5727;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/b865807abbd35de8ec5a834f5886d3de
48.8983255584,2.35182955013;"{""type"": ""Point"", ""coordinates"": [2.351829550128706, 48.898325558442025]}";1208;Diane Arbus - Porte des Poissonniers;Diane Arbus;Porte des Poissoniers;;72061;Diane Arbus (Porte des Poissonniers);45537;Diane Arbus (Porte des Poissonniers);0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01757;C01679;T3B;0.0;T3B-1612;3B;TRAMWAY;TRAM 3b;RATP;0;1;0;652479.9278;6866675.0878;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/39d54fc2c94b449e0465945c28663987
48.8962264947,2.31880232726;"{""type"": ""Point"", ""coordinates"": [2.318802327261341, 48.896226494690524]}";1213;Honoré de Balzac;Honoré de Balzac;;;424926;Honoré De Balzac;45482;Honoré De Balzac;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01757;C01679;T3B;0.0;T3B-1615;3B;TRAMWAY;TRAM 3b;RATP;0;1;0;650056.6097;6866462.0648;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/39d54fc2c94b449e0465945c28663987
48.9009555375,2.5708415546;"{""type"": ""Point"", ""coordinates"": [2.57084155460068, 48.90095553754868]}";1225;Hôpital de Montfermeil;Hôpital de Montfermeil;;;73329;Hôpital de Montfermeil;43978;Hôpital de Montfermeil;3008;Tramway;0;0;0;0;1;0;0;0;0;0;0;T4;0;0;A01761;C01843;T4;34.0;;4;TRAMWAY;TRAM 4;SNCF;113860;1;0;668538.0;6866858.0;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/7906e64f9ef97531ad26719b8713713e
48.8032064569,2.37790029205;"{""type"": ""Point"", ""coordinates"": [2.377900292051548, 48.80320645689224]}";1234;Germaine Tailleferre;Germaine Tailleferre;;IVRY-SUR-SEINE;70350;Germaine Tailleferre;479021;Germaine Tailleferre;5475;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02371;C02317;TRAM 9;0.0;TRAM 9-117076;9;TRAMWAY;TRAM 9;KEOLIS;0;1;0;654307.915;6856083.3265;
48.7856721351,2.3919914555;"{""type"": ""Point"", ""coordinates"": [2.391991455496113, 48.785672135107674]}";1238;Camille Groult;Camille Groult;;VITRY-SUR-SEINE;70101;Camille Groult;479015;Camille Groult;5475;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02371;C02317;TRAM 9;0.0;TRAM 9-117080;9;TRAMWAY;TRAM 9;KEOLIS;0;1;0;655327.8526;6854125.7015;
48.7592000295,2.40887560616;"{""type"": ""Point"", ""coordinates"": [2.408875606162366, 48.75920002947267]}";1244;Carle-Darthe;Carle-Darthe;;CHOISY-LE-ROI;69781;Carle - Darthé;479011;Carle - Darthé;5475;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02371;C02317;TRAM 9;0.0;TRAM 9-117086;9;TRAMWAY;TRAM 9;KEOLIS;0;1;0;656546.3224;6851173.0182;
48.7449956383,2.40831829477;"{""type"": ""Point"", ""coordinates"": [2.408318294770455, 48.74499563825807]}";1248;Orly - Gaston Viens;Orly - Gaston Viens;;ORLY;69656;Orly - Gaston Viens;479023;Orly - Gaston Viens;5475;Tramway;0;0;0;0;1;0;0;0;0;0;0;TRAM 9;0;0;A02371;C02317;TRAM 9;0.0;TRAM 9-117089;9;TRAMWAY;TRAM 9;KEOLIS;0;1;0;656493.5211;6849594.0578;
48.9177837253,2.41769109334;"{""type"": ""Point"", ""coordinates"": [2.417691093337975, 48.91778372525545]}";243;DRANCY-AVENIR;Drancy-Avenir;;;72549;Drancy - Avenir;42866;Drancy - Avenir;3507;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01191;C01389;T1;31.0;T1-1013;1;TRAMWAY;TRAM 1;RATP;0;1;0;657324.3755;6868801.1591;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4
48.9363891471,2.3636407022;"{""type"": ""Point"", ""coordinates"": [2.363640702197924, 48.93638914706168]}";187;CIMETIERE DE SAINT-DENIS;Cimetière de Saint-Denis;Sous-Préfecture;;72322;Cimetière de Saint-Denis;46327;Cimetière de Saint-Denis;3516;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01191;C01389;T1;31.0;T1-1004;1;TRAMWAY;TRAM 1;RATP;0;1;0;653379.9447;6870900.6225;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4
48.8316965931,2.28147044408;"{""type"": ""Point"", ""coordinates"": [2.281470444083867, 48.83169659310699]}";1009;PORTE D'ISSY;Porte d'Issy;;;73654;Porte d'Issy;45356;Porte d'Issy;5447;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01192;C01390;T2;32.0;T2-1503;2;TRAMWAY;TRAM 2;RATP;0;1;0;647254.3274;6859311.1698;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886
48.7567394335,2.36836469863;"{""type"": ""Point"", ""coordinates"": [2.368364698633332, 48.75673943351172]}";1149;LA BELLE EPINE;La Belle Épine;;;69762;La Belle Épine;47688;La Belle Épine;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02134;C01774;T7;37.0;T7-1818;7;TRAMWAY;TRAM 7;RATP;0;1;0;653566.2302;6850922.5022;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/60158a0802e6af6fdd9f1071fa876cf0
48.9600337639,2.34341454388;"{""type"": ""Point"", ""coordinates"": [2.343414543882291, 48.96003376394423]}";1203;GARE DE VILLETANEUSE - UNIVERSITE;Villetaneuse - Université;;;72396;Villetaneuse Université;462926;Villetaneuse Université;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02225;C01999;T11;0.0;T11-117065;11;TRAMWAY;TRAM 11;SNCF;0;1;0;651920.0616;6873542.047;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/64d44c24623a56d07a336c8d92d1edda
48.8155689555,2.3683396347;"{""type"": ""Point"", ""coordinates"": [2.368339634703194, 48.81556895548393]}";1231;CHATEAUDUN - BARBES;Châteaudun - Barbès;;IVRY-SUR-SEINE;70549;Châteaudun - Barbès;479017;Châteaudun - Barbès;5475;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02371;C02317;TRAM 9;0.0;TRAM 9-117073;9;TRAMWAY;TRAM 9;KEOLIS;0;1;0;653616.713;6857463.4476;
48.9771607155,2.39067488093;"{""type"": ""Point"", ""coordinates"": [2.390674880933079, 48.97716071548559]}";1118;GARGES-SARCELLES;Garges-Sarcelles;;;65582;Garges - Sarcelles;43251;Garges - Sarcelles;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;T5;0;0;A01760;C01684;T5;35.0;T5-255;5;TRAMWAY;TRAM 5;RATP;0;1;0;655395.4313;6875418.8768;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/b80fe7750c20d7588ef571595791b3a3
48.9706650483,2.07773176593;"{""type"": ""Point"", ""coordinates"": [2.077731765931403, 48.9706650483331]}";6;ACHERES-VILLE;Achères-Ville;;;73604;Achères Ville;46647;Achères Ville;2439;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01856;C01742;RER A;24.0;RER A-127;A;RER;RER A;SNCF;381657;1;0;632479.4116;6874918.7325;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a
